garden,basement,elevator,balcony,floor (storey),nmbr of rooms,construction year,unemployment,Anteil Gruenenwaehler,price
1.0,1.0,1.0,0.0,0.17,0.14,0.95,0.0,0.0,1
0.0,1.0,1.0,1.0,0.1,0.21,0.77,0.0,0.5,0
0.0,0.0,1.0,1.0,0.0,0.07,0.99,0.0,1.0,1
0.0,1.0,1.0,0.0,0.07,0.11,0.99,0.5,0.0,1
1.0,1.0,1.0,1.0,0.13,0.07,0.99,0.0,1.0,1
1.0,0.0,1.0,1.0,0.13,0.14,0.98,0.0,1.0,1
0.0,1.0,0.0,0.0,0.07,0.14,0.96,0.0,1.0,1
1.0,1.0,1.0,0.0,0.27,0.07,0.94,0.5,0.0,1
0.0,1.0,1.0,1.0,0.23,0.07,0.96,0.0,1.0,1
0.0,0.0,1.0,1.0,0.8,0.07,0.99,0.0,0.0,1
0.0,1.0,1.0,1.0,0.07,0.21,0.92,0.0,1.0,1
0.0,1.0,1.0,1.0,0.0,0.14,0.96,0.0,1.0,1
0.0,1.0,1.0,1.0,0.17,0.14,0.94,0.0,0.0,1
0.0,1.0,1.0,1.0,0.17,0.11,0.94,0.5,0.0,1
0.0,1.0,1.0,0.0,0.1,0.14,1.0,0.5,0.0,1
0.0,1.0,1.0,1.0,0.1,0.14,0.92,0.0,0.0,1
0.0,1.0,0.0,1.0,0.13,0.21,0.85,1.0,1.0,0
0.0,1.0,1.0,1.0,0.0,0.21,0.91,1.0,0.0,1
1.0,1.0,1.0,1.0,0.13,0.14,0.99,0.0,1.0,1
0.0,0.0,1.0,1.0,0.0,0.07,0.99,0.0,0.0,1
1.0,0.0,0.0,1.0,0.1,0.21,1.0,1.0,0.0,0
0.0,0.0,1.0,1.0,0.73,0.07,0.99,0.0,0.0,1
0.0,1.0,0.0,1.0,0.07,0.14,0.99,0.0,0.0,1
0.0,1.0,1.0,0.0,0.0,0.07,1.0,0.5,0.0,1
0.0,0.0,0.0,1.0,0.07,0.21,1.0,1.0,0.0,0
0.0,1.0,1.0,1.0,0.07,0.14,0.96,0.5,0.0,1
0.0,0.0,1.0,1.0,0.0,0.14,0.99,0.0,1.0,1
0.0,1.0,0.0,1.0,0.1,0.18,0.88,0.5,0.0,0
0.0,1.0,0.0,1.0,0.0,0.14,0.99,0.0,0.0,1
0.0,1.0,1.0,1.0,0.0,0.07,1.0,0.5,0.0,1
1.0,1.0,1.0,1.0,0.1,0.21,0.99,0.0,1.0,1
0.0,1.0,1.0,0.0,0.0,0.07,1.0,0.5,0.0,1
1.0,1.0,1.0,1.0,0.3,0.07,0.99,0.5,0.0,1
1.0,0.0,1.0,0.0,0.0,0.14,0.99,0.0,0.0,1
1.0,1.0,1.0,0.0,0.0,0.14,0.97,0.5,0.0,0
0.0,1.0,1.0,1.0,0.0,0.07,1.0,0.5,0.0,1
0.0,1.0,1.0,1.0,0.0,0.07,1.0,0.5,0.0,1
1.0,1.0,0.0,1.0,0.0,0.14,0.45,0.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.21,0.45,0.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.14,0.45,0.0,1.0,1
1.0,1.0,0.0,0.0,0.07,0.21,0.72,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.14,0.99,0.0,0.0,1
0.0,1.0,1.0,0.0,0.0,0.07,1.0,0.5,0.0,1
1.0,0.0,1.0,1.0,0.13,0.14,0.98,0.0,1.0,1
0.0,1.0,1.0,1.0,0.1,0.21,0.96,0.0,0.0,1
0.0,1.0,0.0,0.0,0.13,0.14,0.7,0.0,0.5,1
0.0,1.0,1.0,1.0,0.17,0.14,0.6,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.14,0.99,0.0,0.0,1
0.0,1.0,0.0,1.0,0.0,0.21,0.9,0.5,0.0,1
1.0,0.0,1.0,1.0,0.17,0.14,0.98,0.0,1.0,1
0.0,1.0,1.0,0.0,0.07,0.14,0.92,0.0,0.0,1
1.0,1.0,1.0,0.0,0.0,0.14,0.96,0.0,0.0,1
0.0,1.0,1.0,1.0,0.17,0.11,0.96,0.0,0.0,1
1.0,0.0,1.0,1.0,0.2,0.14,0.98,0.0,1.0,1
0.0,0.0,1.0,1.0,0.0,0.14,0.99,0.0,0.0,1
0.0,1.0,1.0,0.0,0.13,0.18,0.97,0.0,1.0,1
0.0,1.0,1.0,0.0,0.13,0.21,0.93,0.0,1.0,1
1.0,1.0,1.0,1.0,0.13,0.21,0.97,0.0,1.0,1
0.0,1.0,0.0,1.0,0.17,0.14,0.97,0.0,0.0,1
0.0,1.0,1.0,1.0,0.2,0.36,0.77,0.0,0.0,0
1.0,1.0,1.0,1.0,0.1,0.11,0.95,0.0,0.0,1
0.0,1.0,1.0,1.0,0.07,0.14,0.96,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,0.07,0.49,1.0,0.0,0
0.0,1.0,1.0,1.0,0.13,0.21,0.95,0.0,1.0,1
1.0,0.0,1.0,0.0,0.0,0.14,0.99,0.0,0.0,1
1.0,0.0,1.0,1.0,0.27,0.14,0.98,0.0,1.0,1
0.0,0.0,1.0,1.0,0.0,0.07,0.98,0.0,0.0,1
0.0,1.0,1.0,1.0,0.23,0.21,0.53,0.5,1.0,1
0.0,0.0,1.0,0.0,0.0,0.21,0.99,0.0,0.0,1
0.0,0.0,1.0,1.0,0.1,0.21,0.96,0.0,0.0,1
0.0,1.0,0.0,0.0,0.13,0.29,0.36,0.0,0.0,1
0.0,1.0,0.0,1.0,0.13,0.57,0.51,0.0,1.0,0
0.0,0.0,1.0,0.0,0.13,0.21,0.99,1.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.21,0.99,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.14,0.99,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,0.21,0.99,0.0,0.0,1
0.0,1.0,0.0,0.0,0.17,0.29,0.49,0.5,0.0,1
0.0,0.0,1.0,1.0,0.0,0.21,0.76,0.5,1.0,1
1.0,1.0,1.0,1.0,0.1,0.21,0.95,0.5,0.0,1
0.0,1.0,1.0,1.0,0.23,0.14,0.92,0.0,0.0,1
0.0,1.0,1.0,1.0,0.0,0.14,0.98,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.21,0.97,0.5,0.0,1
0.0,1.0,1.0,0.0,0.27,0.14,0.99,0.0,0.0,1
1.0,0.0,1.0,1.0,0.1,0.21,0.98,0.0,0.0,1
1.0,0.0,1.0,1.0,0.0,0.14,0.96,0.0,1.0,1
0.0,0.0,1.0,1.0,0.0,0.21,0.99,0.0,0.0,1
0.0,0.0,1.0,1.0,0.0,0.21,0.99,0.0,0.0,1
0.0,1.0,1.0,1.0,0.53,0.21,0.98,0.0,0.0,1
1.0,0.0,1.0,1.0,0.13,0.14,0.98,0.0,0.0,1
1.0,1.0,1.0,1.0,0.93,0.21,0.98,0.0,0.0,1
0.0,1.0,0.0,1.0,0.13,0.21,0.87,0.5,1.0,1
0.0,0.0,1.0,1.0,0.0,0.14,0.99,0.0,0.0,1
0.0,1.0,1.0,1.0,0.0,0.21,0.98,0.0,0.0,1
1.0,0.0,1.0,1.0,0.23,0.14,0.98,0.0,1.0,1
0.0,1.0,1.0,0.0,0.13,0.29,0.96,0.5,0.0,1
0.0,0.0,1.0,1.0,0.07,0.29,0.96,0.5,0.5,1
1.0,0.0,1.0,1.0,0.2,0.21,0.98,0.0,1.0,1
1.0,1.0,1.0,0.0,0.0,0.21,0.98,0.0,0.5,1
0.0,1.0,0.0,0.0,0.17,0.36,0.46,0.0,0.0,1
1.0,0.0,0.0,1.0,0.0,0.36,0.83,0.0,0.5,1
0.0,0.0,1.0,1.0,0.0,0.29,0.99,0.0,0.0,1
0.0,1.0,0.0,1.0,0.07,0.36,0.45,0.0,0.0,1
0.0,0.0,1.0,1.0,0.17,0.29,0.98,0.0,1.0,1
0.0,0.0,1.0,1.0,0.93,0.21,0.99,0.0,0.0,1
1.0,1.0,1.0,1.0,0.0,0.14,0.98,0.0,0.0,1
0.0,1.0,0.0,1.0,0.07,0.14,0.92,0.0,0.5,1
0.0,0.0,1.0,0.0,0.4,0.14,1.0,0.5,0.5,1
0.0,1.0,0.0,0.0,0.07,0.36,0.7,0.5,0.0,0
1.0,1.0,1.0,1.0,0.0,0.29,0.76,0.0,0.5,1
0.0,1.0,1.0,1.0,0.1,0.07,0.99,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.14,0.62,0.0,0.5,1
1.0,0.0,0.0,0.0,0.0,0.14,0.94,0.0,0.5,1
0.0,0.0,0.0,0.0,0.0,0.29,0.54,0.0,0.0,1
0.0,1.0,1.0,1.0,0.0,0.07,0.99,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.14,0.99,0.5,0.0,0
0.0,1.0,0.0,0.0,0.0,0.14,0.99,0.5,0.0,1
1.0,1.0,1.0,1.0,0.0,0.07,0.99,0.5,1.0,1
0.0,1.0,1.0,0.0,0.07,0.14,0.99,0.0,1.0,1
0.0,1.0,1.0,0.0,0.07,0.14,0.99,0.0,1.0,1
0.0,0.0,1.0,0.0,0.63,0.21,1.0,0.5,0.5,1
1.0,1.0,1.0,1.0,0.0,0.14,0.99,0.5,1.0,1
1.0,1.0,1.0,1.0,0.1,0.14,0.99,0.5,1.0,1
0.0,1.0,1.0,0.0,0.0,0.14,0.99,0.0,0.5,1
1.0,1.0,1.0,0.0,0.1,0.21,0.94,0.0,0.5,1
0.0,0.0,0.0,1.0,0.17,0.07,0.72,0.0,1.0,1
1.0,1.0,1.0,1.0,0.0,0.14,0.99,0.5,1.0,1
0.0,1.0,1.0,0.0,0.0,0.21,0.99,0.0,0.5,1
0.0,0.0,1.0,0.0,0.0,0.21,0.9,0.5,1.0,1
0.0,1.0,0.0,1.0,0.1,0.11,0.78,0.5,0.0,0
0.0,0.0,1.0,1.0,0.17,0.21,0.99,0.0,1.0,1
0.0,1.0,1.0,1.0,0.0,0.36,0.99,0.0,0.5,1
0.0,1.0,1.0,1.0,0.0,0.43,0.99,0.0,0.5,1
0.0,1.0,0.0,1.0,0.07,0.14,0.79,0.0,0.5,1
1.0,1.0,0.0,1.0,0.0,0.29,0.49,0.0,1.0,1
0.0,0.0,0.0,0.0,0.13,0.14,0.91,0.0,1.0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.74,1.0,0.0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.74,1.0,0.0,1
0.0,1.0,1.0,1.0,0.0,0.14,1.0,0.5,0.0,0
0.0,1.0,1.0,1.0,0.0,0.21,1.0,0.5,0.0,0
0.0,1.0,0.0,0.0,0.1,0.0,0.72,0.0,0.5,0
0.0,0.0,1.0,0.0,1.0,0.71,0.77,0.5,1.0,1
0.0,0.0,0.0,1.0,0.13,0.11,0.44,0.5,0.5,1
0.0,0.0,0.0,0.0,0.17,0.07,0.98,0.0,0.0,1
0.0,0.0,0.0,1.0,0.13,0.29,0.98,0.0,0.5,0
0.0,1.0,1.0,1.0,0.1,0.29,0.99,1.0,0.0,1
0.0,0.0,0.0,1.0,0.0,0.14,0.99,1.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.07,0.69,0.5,0.5,0
0.0,1.0,1.0,0.0,0.2,0.21,0.99,1.0,1.0,1
0.0,1.0,0.0,0.0,0.1,0.14,0.99,0.5,0.0,0
0.0,1.0,1.0,0.0,0.07,0.29,0.99,0.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.14,0.68,0.5,1.0,0
0.0,0.0,0.0,1.0,0.13,0.21,0.51,0.0,1.0,1
0.0,0.0,0.0,1.0,0.0,0.07,0.78,0.0,0.0,0
0.0,1.0,1.0,1.0,0.1,0.43,0.54,0.0,0.5,1
0.0,1.0,1.0,0.0,0.07,0.29,0.99,0.0,1.0,1
0.0,1.0,1.0,1.0,0.0,0.07,0.99,0.0,0.5,0
1.0,0.0,0.0,0.0,0.0,0.43,0.46,0.0,1.0,1
0.0,1.0,1.0,1.0,0.47,0.04,0.76,0.0,0.5,1
1.0,1.0,0.0,1.0,0.1,0.43,0.8,0.0,0.5,0
1.0,1.0,1.0,0.0,0.13,0.07,0.94,0.0,1.0,1
0.0,0.0,1.0,1.0,0.37,0.0,0.75,0.0,1.0,1
0.0,1.0,1.0,1.0,0.13,0.14,0.77,0.5,0.0,0
1.0,1.0,0.0,1.0,0.1,0.36,0.74,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.29,0.96,0.5,1.0,1
1.0,1.0,0.0,1.0,0.07,0.07,0.77,1.0,0.0,0
1.0,1.0,1.0,1.0,0.2,0.14,0.76,1.0,0.0,0
0.0,1.0,0.0,1.0,0.13,0.11,0.75,0.5,0.0,0
1.0,1.0,0.0,0.0,0.0,0.07,0.54,0.5,1.0,1
0.0,1.0,1.0,1.0,0.07,0.07,0.89,0.0,0.0,0
0.0,1.0,1.0,1.0,0.07,0.21,0.49,0.0,1.0,1
0.0,1.0,0.0,1.0,0.13,0.11,0.67,0.5,1.0,0
0.0,1.0,0.0,1.0,0.13,0.14,0.78,0.5,0.0,0
1.0,1.0,0.0,1.0,0.1,0.14,0.71,1.0,0.5,1
0.0,1.0,0.0,1.0,0.0,0.14,0.77,0.5,0.0,0
0.0,1.0,1.0,0.0,0.17,0.07,0.78,0.5,0.0,0
1.0,1.0,0.0,1.0,0.13,0.14,0.76,0.5,0.0,0
1.0,1.0,1.0,0.0,0.1,0.07,0.99,0.0,0.5,1
1.0,1.0,1.0,0.0,0.0,0.18,0.99,0.0,0.5,1
1.0,1.0,1.0,0.0,0.1,0.21,0.99,0.0,0.5,1
0.0,0.0,0.0,1.0,0.07,0.07,0.69,0.5,0.0,0
1.0,0.0,0.0,0.0,0.0,0.14,0.99,0.5,1.0,1
0.0,1.0,0.0,1.0,0.1,0.18,0.91,0.0,0.5,1
0.0,0.0,1.0,0.0,0.07,0.14,0.82,0.5,0.5,0
1.0,1.0,1.0,1.0,0.1,0.07,0.99,0.5,1.0,1
1.0,0.0,0.0,1.0,0.0,0.14,0.75,0.0,0.0,0
0.0,0.0,1.0,1.0,0.27,0.0,0.75,0.0,1.0,1
1.0,1.0,1.0,1.0,0.07,0.07,0.73,0.5,1.0,1
1.0,1.0,0.0,0.0,0.0,0.18,0.75,0.5,0.0,0
0.0,0.0,1.0,1.0,0.37,0.0,0.76,1.0,1.0,1
1.0,1.0,1.0,0.0,0.0,0.25,0.93,1.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.07,0.55,0.0,1.0,1
0.0,1.0,0.0,1.0,0.1,0.07,0.79,0.5,0.0,0
1.0,0.0,0.0,0.0,0.0,0.14,0.9,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0
0.0,1.0,1.0,1.0,0.0,0.0,0.88,0.5,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.69,1.0,0.5,0
0.0,0.0,0.0,1.0,0.1,0.0,0.75,0.0,0.5,0
0.0,1.0,1.0,1.0,0.23,0.0,0.85,0.5,0.0,0
0.0,1.0,1.0,0.0,0.1,0.0,0.73,0.0,0.5,0
0.0,1.0,0.0,0.0,0.0,0.0,0.69,1.0,0.5,0
0.0,1.0,0.0,1.0,0.07,0.0,0.77,0.5,0.0,0
0.0,1.0,0.0,0.0,0.07,0.04,0.45,1.0,1.0,0
0.0,1.0,0.0,0.0,0.07,0.0,0.77,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.0,0.77,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.73,1.0,0.0,0
0.0,1.0,1.0,0.0,0.0,0.04,0.73,0.0,0.5,0
0.0,0.0,0.0,1.0,0.13,0.04,0.75,0.0,0.5,0
0.0,1.0,1.0,1.0,0.13,0.0,0.77,0.0,0.5,0
0.0,0.0,0.0,0.0,0.13,0.0,0.83,0.0,0.5,0
0.0,1.0,0.0,1.0,0.07,0.0,0.77,0.0,0.0,0
0.0,1.0,1.0,0.0,0.07,0.04,0.73,0.0,0.5,0
0.0,1.0,0.0,0.0,0.07,0.11,0.72,0.0,0.5,0
0.0,1.0,0.0,1.0,0.0,0.07,0.67,0.5,0.5,0
0.0,0.0,0.0,1.0,0.0,0.04,0.79,0.5,0.0,0
0.0,0.0,0.0,1.0,0.0,0.04,0.79,0.5,0.0,0
1.0,1.0,1.0,1.0,0.1,0.07,0.68,1.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.07,0.67,0.5,0.5,0
0.0,1.0,0.0,0.0,0.0,0.07,0.67,0.5,0.5,0
1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,0.77,0.5,1.0,0
0.0,0.0,1.0,0.0,0.27,0.0,0.74,0.5,1.0,0
0.0,1.0,0.0,0.0,0.0,0.04,0.77,1.0,0.5,0
0.0,1.0,0.0,1.0,0.0,0.0,0.77,0.0,0.0,1
0.0,1.0,0.0,0.0,0.0,0.04,0.77,1.0,0.5,0
0.0,1.0,0.0,0.0,0.0,0.0,0.78,0.5,0.0,0
0.0,1.0,1.0,0.0,0.23,0.0,0.77,0.0,0.5,0
0.0,0.0,0.0,1.0,0.1,0.0,0.8,0.0,0.5,1
0.0,0.0,0.0,0.0,0.17,0.07,0.7,1.0,0.5,0
0.0,0.0,0.0,1.0,0.1,0.0,0.8,0.0,0.5,1
0.0,1.0,0.0,1.0,0.07,0.07,0.7,1.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.04,0.77,1.0,0.0,0
0.0,1.0,1.0,1.0,0.13,0.04,0.99,1.0,0.0,1
0.0,0.0,1.0,1.0,0.1,0.07,0.76,1.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.07,0.76,1.0,0.0,0
0.0,0.0,1.0,0.0,0.17,0.04,0.75,0.0,1.0,0
0.0,1.0,0.0,0.0,0.07,0.07,0.77,1.0,0.5,0
0.0,1.0,1.0,0.0,0.2,0.07,0.73,0.0,0.5,0
1.0,1.0,0.0,0.0,0.0,0.0,0.73,1.0,0.0,0
0.0,1.0,0.0,1.0,0.07,0.0,0.76,0.0,0.0,0
0.0,1.0,1.0,1.0,0.0,0.07,0.71,1.0,0.0,0
0.0,0.0,0.0,0.0,0.1,0.04,0.7,0.0,0.5,0
0.0,0.0,0.0,1.0,0.1,0.04,0.7,0.0,0.5,0
0.0,1.0,1.0,1.0,0.0,0.0,0.76,0.0,1.0,1
0.0,0.0,0.0,1.0,0.0,0.07,0.74,1.0,0.0,0
0.0,1.0,1.0,1.0,0.0,0.0,0.75,0.5,1.0,0
0.0,0.0,0.0,0.0,0.1,0.0,0.82,0.5,0.0,0
0.0,1.0,0.0,1.0,0.13,0.04,0.76,1.0,0.0,0
0.0,0.0,0.0,0.0,0.13,0.07,0.86,0.0,0.5,0
0.0,1.0,0.0,1.0,0.0,0.07,0.69,0.5,0.0,0
0.0,1.0,0.0,0.0,0.0,0.07,0.62,0.5,0.5,0
0.0,1.0,0.0,0.0,0.0,0.04,0.67,0.5,1.0,0
0.0,1.0,1.0,1.0,0.13,0.07,0.81,0.5,0.0,0
0.0,1.0,0.0,1.0,0.17,0.07,0.61,1.0,0.0,0
0.0,1.0,0.0,1.0,0.07,0.07,0.75,0.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.04,0.71,0.0,0.5,1
0.0,0.0,0.0,0.0,0.07,0.07,0.68,0.5,0.5,0
0.0,1.0,0.0,1.0,0.07,0.07,0.69,0.5,0.0,0
0.0,1.0,1.0,0.0,0.17,0.04,0.75,0.0,0.5,0
0.0,1.0,0.0,0.0,0.0,0.07,0.71,0.0,0.5,0
0.0,1.0,0.0,1.0,0.0,0.07,0.69,0.5,0.5,0
0.0,1.0,0.0,0.0,0.0,0.07,0.7,0.0,0.5,0
0.0,1.0,0.0,0.0,0.07,0.04,0.67,1.0,1.0,0
0.0,0.0,0.0,1.0,0.17,0.04,0.6,1.0,1.0,0
0.0,1.0,0.0,0.0,0.17,0.07,0.61,1.0,0.0,0
0.0,1.0,0.0,0.0,0.0,0.07,0.67,0.5,0.5,0
0.0,1.0,0.0,0.0,0.17,0.07,0.71,1.0,0.5,0
0.0,0.0,1.0,1.0,0.07,0.0,0.77,1.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.11,0.74,0.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.11,0.75,0.5,0.0,0
0.0,1.0,1.0,1.0,0.1,0.0,0.83,1.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.07,0.81,0.5,0.0,0
0.0,0.0,0.0,1.0,0.0,0.07,0.74,0.5,0.5,0
0.0,1.0,0.0,1.0,0.0,0.07,0.69,0.5,0.5,0
0.0,1.0,0.0,1.0,0.0,0.07,0.69,0.5,0.5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,1
0.0,1.0,1.0,0.0,0.17,0.0,0.49,1.0,1.0,1
0.0,1.0,1.0,0.0,0.1,0.07,0.73,0.0,0.5,0
1.0,1.0,0.0,1.0,0.0,0.07,0.73,1.0,0.0,0
1.0,1.0,0.0,1.0,0.1,0.07,0.71,0.5,1.0,0
0.0,1.0,1.0,0.0,0.27,0.07,0.87,0.5,0.0,0
0.0,1.0,0.0,1.0,0.1,0.07,0.76,0.5,0.0,0
0.0,1.0,0.0,1.0,0.07,0.0,0.69,0.5,0.5,1
0.0,1.0,0.0,1.0,0.1,0.07,0.72,0.5,0.0,0
0.0,1.0,1.0,1.0,0.07,0.0,0.79,0.5,1.0,0
0.0,1.0,1.0,0.0,0.37,0.07,0.75,0.5,1.0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.87,1.0,1.0,0
0.0,1.0,0.0,1.0,0.0,0.07,0.73,1.0,0.0,0
0.0,0.0,0.0,1.0,0.1,0.0,0.77,0.0,0.0,0
1.0,0.0,1.0,1.0,0.0,0.07,0.96,1.0,0.0,0
0.0,0.0,1.0,0.0,0.43,0.14,0.73,1.0,0.0,0
0.0,1.0,0.0,0.0,0.07,0.14,0.77,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.07,0.71,1.0,0.5,0
0.0,1.0,1.0,1.0,0.13,0.07,0.74,0.0,0.0,0
0.0,1.0,0.0,0.0,0.1,0.0,0.81,1.0,0.0,0
0.0,1.0,0.0,0.0,0.17,0.11,0.71,0.5,0.5,0
0.0,1.0,0.0,1.0,0.1,0.04,0.68,0.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.07,0.47,0.5,1.0,0
0.0,1.0,0.0,1.0,0.07,0.11,0.69,1.0,0.0,0
0.0,1.0,0.0,1.0,0.07,0.0,0.78,0.0,0.0,0
0.0,1.0,0.0,1.0,0.07,0.0,0.78,0.0,0.0,0
0.0,1.0,1.0,1.0,0.1,0.07,0.99,1.0,0.0,1
0.0,1.0,1.0,0.0,0.2,0.07,0.75,0.5,0.0,0
0.0,0.0,0.0,1.0,0.0,0.07,0.77,0.0,0.0,0
0.0,0.0,0.0,1.0,0.0,0.07,0.77,0.0,0.0,0
0.0,0.0,0.0,1.0,0.13,0.07,0.67,0.5,1.0,1
0.0,0.0,0.0,1.0,0.07,0.04,0.86,0.0,0.0,0
0.0,0.0,1.0,1.0,0.07,0.07,0.77,0.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.07,0.69,0.5,0.5,0
0.0,1.0,1.0,1.0,0.07,0.07,0.99,1.0,0.0,1
0.0,1.0,1.0,1.0,0.1,0.07,0.99,1.0,0.0,1
0.0,1.0,1.0,1.0,0.0,0.07,0.99,1.0,0.0,1
0.0,0.0,1.0,0.0,0.07,0.0,0.99,1.0,1.0,1
0.0,0.0,0.0,1.0,0.0,0.07,0.75,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.07,0.82,1.0,0.0,0
1.0,0.0,1.0,1.0,0.07,0.0,0.69,0.0,0.5,1
0.0,1.0,1.0,0.0,0.07,0.0,0.78,0.5,0.5,1
0.0,1.0,0.0,1.0,0.0,0.07,0.74,0.5,0.0,0
0.0,0.0,0.0,1.0,0.0,0.07,0.68,0.5,1.0,0
0.0,1.0,0.0,1.0,0.17,0.07,0.81,0.5,0.0,0
0.0,1.0,1.0,1.0,0.1,0.07,0.99,1.0,0.0,1
1.0,0.0,1.0,1.0,0.1,0.0,0.69,0.0,0.5,1
1.0,0.0,1.0,1.0,0.1,0.0,0.69,0.0,0.5,1
1.0,1.0,1.0,0.0,0.0,0.07,0.87,0.5,0.0,0
0.0,1.0,1.0,1.0,0.1,0.07,0.87,0.5,1.0,0
0.0,0.0,0.0,0.0,0.0,0.04,0.99,0.0,0.0,0
0.0,1.0,1.0,1.0,0.0,0.07,0.99,1.0,0.0,1
0.0,1.0,0.0,1.0,0.1,0.07,0.68,0.0,1.0,0
0.0,0.0,0.0,1.0,0.07,0.07,0.76,0.0,0.5,0
0.0,0.0,0.0,0.0,0.0,0.04,0.99,0.0,0.0,0
1.0,0.0,1.0,1.0,0.07,0.0,0.69,0.0,0.5,1
0.0,0.0,0.0,1.0,0.17,0.14,0.86,1.0,0.5,0
0.0,0.0,1.0,1.0,0.2,0.07,0.73,1.0,0.0,0
0.0,0.0,0.0,0.0,0.1,0.07,0.67,1.0,1.0,0
0.0,0.0,0.0,1.0,0.13,0.07,0.7,0.5,1.0,1
0.0,1.0,0.0,1.0,0.0,0.11,0.75,0.0,0.5,0
0.0,1.0,0.0,1.0,0.0,0.11,0.68,1.0,0.5,0
1.0,1.0,0.0,1.0,0.0,0.07,0.75,0.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.14,0.71,0.5,0.0,0
0.0,0.0,1.0,1.0,0.3,0.07,0.74,0.5,1.0,0
0.0,0.0,0.0,0.0,0.0,0.07,0.79,0.5,0.0,0
0.0,1.0,0.0,1.0,0.0,0.07,0.74,0.0,0.5,0
0.0,0.0,1.0,0.0,0.0,0.0,0.99,1.0,1.0,1
0.0,1.0,1.0,1.0,0.1,0.11,0.76,0.5,0.0,0
0.0,0.0,0.0,1.0,0.1,0.0,0.99,1.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.14,0.85,0.0,0.5,0
0.0,1.0,1.0,1.0,0.17,0.0,0.99,0.5,1.0,1
0.0,1.0,0.0,1.0,0.07,0.14,0.75,0.0,0.0,0
1.0,0.0,1.0,1.0,0.07,0.0,0.69,0.0,0.5,1
1.0,0.0,1.0,1.0,0.1,0.0,0.69,0.0,0.5,1
0.0,0.0,1.0,0.0,0.17,0.0,0.99,1.0,1.0,1
0.0,1.0,0.0,0.0,0.0,0.11,0.45,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.11,0.45,0.0,1.0,0
0.0,1.0,0.0,0.0,0.0,0.14,0.67,0.5,0.5,0
0.0,0.0,0.0,0.0,0.07,0.07,0.45,1.0,1.0,1
0.0,1.0,0.0,0.0,0.1,0.07,0.86,0.5,0.5,0
0.0,1.0,0.0,1.0,0.0,0.07,0.76,0.0,0.5,0
0.0,0.0,0.0,0.0,0.13,0.07,0.99,0.0,0.0,0
0.0,1.0,0.0,1.0,0.0,0.14,0.7,0.5,0.0,0
0.0,0.0,0.0,0.0,0.2,0.07,0.67,0.5,1.0,1
0.0,1.0,0.0,1.0,0.07,0.11,0.73,0.5,0.0,0
0.0,1.0,0.0,0.0,0.07,0.07,0.68,0.5,1.0,1
0.0,1.0,0.0,0.0,0.0,0.14,0.58,0.5,0.0,0
0.0,1.0,1.0,0.0,0.1,0.0,1.0,0.5,1.0,1
0.0,0.0,0.0,0.0,0.0,0.07,0.45,0.0,1.0,0
1.0,1.0,0.0,1.0,0.07,0.14,0.79,0.5,0.0,0
1.0,1.0,0.0,1.0,0.1,0.07,0.79,0.5,0.0,0
0.0,1.0,0.0,1.0,0.13,0.07,0.67,1.0,0.0,0
